"","Section","Latitude","Longitude","Date","Depth_cm","Velocity_0.6_ms","coord_code","Species","Abundance","Year","Source"
"1442","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",22,0.59,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1443","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",22,0.59,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1444","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",22,0.59,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1445","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.58,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1446","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.58,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1447","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.58,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1448","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.58,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1449","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.61,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1450","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.61,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1451","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.61,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1452","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.61,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1453","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.49,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1454","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.49,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1455","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.49,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1456","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.49,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1457","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0.63,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1458","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0.63,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1459","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0.63,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1460","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0.63,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1461","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.53,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1462","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.53,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1463","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.53,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1464","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.53,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1465","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1466","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1467","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1468","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1469","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1470","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1471","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1472","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1473","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",22,0.76,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1474","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",22,0.76,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1475","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",22,0.76,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1476","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",22,0.76,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1477","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0.6,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1478","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0.6,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1479","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0.6,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1480","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",18,0.6,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1481","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",25,0.58,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1482","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",25,0.58,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1483","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",25,0.58,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1484","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",25,0.58,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1485","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.67,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1486","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.67,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1487","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.67,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1488","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.67,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1489","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.49,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1490","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.49,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1491","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.49,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1492","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.49,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1493","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.56,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1494","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.56,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1495","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.56,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1496","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.56,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1497","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.41,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1498","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.41,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1499","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.41,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1500","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.41,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1501","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.39,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1502","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.39,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1503","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.39,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1504","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.39,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1505","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",16,0.5,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1506","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",16,0.5,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1507","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",16,0.5,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1508","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",16,0.5,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1509","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",21,0.21,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1510","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",21,0.21,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1511","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",21,0.21,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1512","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",21,0.21,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1513","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.64,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1514","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.64,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1515","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.64,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1516","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",15,0.64,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1517","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",16,0.69,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1518","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",16,0.69,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1519","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",16,0.69,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1520","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",16,0.69,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1521","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",13,0.67,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1522","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",13,0.67,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1523","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",13,0.67,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1524","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",13,0.67,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1525","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.66,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1526","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.66,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1527","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.66,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1528","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",12,0.66,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1529","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.66,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1530","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.66,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1531","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.66,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1532","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",8,0.66,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1533","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.51,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1534","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.51,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1535","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.51,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1536","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.51,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1537","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.43,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1538","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.43,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1539","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.43,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1540","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.43,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1541","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.43,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1542","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.43,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1543","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.43,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1544","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",10,0.43,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1545","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",6,0,"34.02306_-117.36553","SantaAnaSucker",0,2015,"Wulff_etal"
"1546","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",6,0,"34.02306_-117.36553","ArroyoChub",0,2015,"Wulff_etal"
"1547","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",6,0,"34.02306_-117.36553","Yellowbullhead",0,2015,"Wulff_etal"
"1548","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02306","-117.36553","9/19/2015",6,0,"34.02306_-117.36553","WesternMisquitofish",0,2015,"Wulff_etal"
"1549","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",6,0.1,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1550","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",6,0.1,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1551","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",6,0.1,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1552","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",6,0.1,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
"1553","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",11,0.05,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1554","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",11,0.05,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1555","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",11,0.05,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1556","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",11,0.05,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
"1557","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.35,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1558","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.35,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1559","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.35,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1560","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.35,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
"1561","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",15,0.68,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1562","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",15,0.68,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1563","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",15,0.68,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1564","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",15,0.68,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
"1565","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",19,0.66,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1566","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",19,0.66,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1567","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",19,0.66,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1568","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",19,0.66,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
"1569","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.54,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1570","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.54,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1571","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.54,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1572","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.54,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
"1573","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",12,0.71,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1574","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",12,0.71,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1575","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",12,0.71,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1576","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",12,0.71,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
"1577","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.65,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1578","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.65,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1579","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.65,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1580","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",16,0.65,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
"1581","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",17,0.78,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1582","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",17,0.78,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1583","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",17,0.78,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1584","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",17,0.78,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
"1585","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",24,0.73,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1586","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",24,0.73,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1587","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",24,0.73,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1588","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",24,0.73,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
"1589","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",20,0.56,"34.02225_-117.36592","SantaAnaSucker",0,2015,"Wulff_etal"
"1590","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",20,0.56,"34.02225_-117.36592","ArroyoChub",0,2015,"Wulff_etal"
"1591","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",20,0.56,"34.02225_-117.36592","Yellowbullhead",0,2015,"Wulff_etal"
"1592","SAR Riverside Drive to Mission Boulevard below Riverside Drive","34.02225","-117.36592","9/19/2015",20,0.56,"34.02225_-117.36592","WesternMisquitofish",0,2015,"Wulff_etal"
