"","V1","V2","V3","V4","Type","Species","Life_Stage","Hydraulic","Node"
"1",NA,NA,7.57027899712833,NA,"Q_limit1","Willow","Seedling","Depth","L01-100"
"2",NA,NA,7.57027899712833,NA,"Q_limit2","Willow","Seedling","Depth","L01-100"
"3",NA,NA,18.3926856310704,NA,"Hydraulic_limit1","Willow","Seedling","Depth","L01-100"
"4",NA,NA,18.3926856310704,NA,"Hydraulic_limit2","Willow","Seedling","Depth","L01-100"
