"","Section","Latitude","Longitude","Date","Depth_cm","Velocity_0.6_ms","Velocity_0.2_ms","Velocity_0.8_ms","coord_code","SantaAnaSucker","ArroyoChub","Yellowbullhead","WesternMisquitofish"
"361","SAR Riverside Drive to Mission Boulevard below HWY 180","34.00222","-117.38422","9/19/2015",14,0.25,NA,NA,"34.00222_-117.38422",0,0,0,0
"362","SAR Riverside Drive to Mission Boulevard below HWY 181","34.00136","-117.38403","9/19/2015",18,0.11,NA,NA,"34.00136_-117.38403",0,0,0,0
"363","SAR Riverside Drive to Mission Boulevard below HWY 182","34.00136","-117.38403","9/19/2015",22,0.56,NA,NA,"34.00136_-117.38403",0,0,0,0
"364","SAR Riverside Drive to Mission Boulevard below HWY 183","34.00136","-117.38403","9/19/2015",11,0.6,NA,NA,"34.00136_-117.38403",0,0,0,0
"365","SAR Riverside Drive to Mission Boulevard below HWY 184","34.00136","-117.38403","9/19/2015",6,0.17,NA,NA,"34.00136_-117.38403",0,0,0,0
"366","SAR Riverside Drive to Mission Boulevard below HWY 185","34.00136","-117.38403","9/19/2015",0,0,NA,NA,"34.00136_-117.38403",0,0,0,0
"367","SAR Riverside Drive to Mission Boulevard below HWY 186","34.00136","-117.38403","9/19/2015",1,0,NA,NA,"34.00136_-117.38403",0,0,0,0
"368","SAR Riverside Drive to Mission Boulevard below HWY 187","34.00136","-117.38403","9/19/2015",8,0.09,NA,NA,"34.00136_-117.38403",0,0,0,0
"369","SAR Riverside Drive to Mission Boulevard below HWY 188","34.00136","-117.38403","9/19/2015",18,0.7,NA,NA,"34.00136_-117.38403",0,0,0,0
"370","SAR Riverside Drive to Mission Boulevard below HWY 189","34.00136","-117.38403","9/19/2015",16,0.66,NA,NA,"34.00136_-117.38403",0,0,0,0
"371","SAR Riverside Drive to Mission Boulevard below HWY 190","34.00136","-117.38403","9/19/2015",24,0.76,NA,NA,"34.00136_-117.38403",0,0,0,0
"372","SAR Riverside Drive to Mission Boulevard below HWY 191","34.00136","-117.38403","9/19/2015",12,0.66,NA,NA,"34.00136_-117.38403",0,0,0,0
"373","SAR Riverside Drive to Mission Boulevard below HWY 192","34.00136","-117.38403","9/19/2015",22,0.55,NA,NA,"34.00136_-117.38403",0,0,0,0
"374","SAR Riverside Drive to Mission Boulevard below HWY 193","34.00136","-117.38403","9/19/2015",0,0,NA,NA,"34.00136_-117.38403",0,0,0,0
"375","SAR Riverside Drive to Mission Boulevard below HWY 194","34.00136","-117.38403","9/19/2015",0,0,NA,NA,"34.00136_-117.38403",0,0,0,0
"376","SAR Riverside Drive to Mission Boulevard below HWY 195","34.00136","-117.38403","9/19/2015",0,0,NA,NA,"34.00136_-117.38403",0,0,0,0
"377","SAR Riverside Drive to Mission Boulevard below HWY 196","34.00136","-117.38403","9/19/2015",2,0.04,NA,NA,"34.00136_-117.38403",0,0,0,0
"378","SAR Riverside Drive to Mission Boulevard below HWY 197","34.00136","-117.38403","9/19/2015",10,0.42,NA,NA,"34.00136_-117.38403",0,0,0,0
"379","SAR Riverside Drive to Mission Boulevard below HWY 198","34.00136","-117.38403","9/19/2015",20,0.88,NA,NA,"34.00136_-117.38403",0,0,0,0
"380","SAR Riverside Drive to Mission Boulevard below HWY 199","34.00136","-117.38403","9/19/2015",26,0.83,NA,NA,"34.00136_-117.38403",0,0,0,0
"381","SAR Riverside Drive to Mission Boulevard below HWY 200","34.00136","-117.38403","9/19/2015",22,0.02,NA,NA,"34.00136_-117.38403",0,0,0,0
"382","SAR Riverside Drive to Mission Boulevard below HWY 201","34.00136","-117.38403","9/19/2015",19,0.25,NA,NA,"34.00136_-117.38403",0,0,0,0
"383","SAR Riverside Drive to Mission Boulevard below HWY 202","34.00136","-117.38403","9/19/2015",22,0.83,NA,NA,"34.00136_-117.38403",0,0,0,0
"384","SAR Riverside Drive to Mission Boulevard below HWY 203","34.00136","-117.38403","9/19/2015",12,0.46,NA,NA,"34.00136_-117.38403",0,0,0,0
"385","SAR Riverside Drive to Mission Boulevard below HWY 204","34.00136","-117.38403","9/19/2015",1,0,NA,NA,"34.00136_-117.38403",0,0,0,0
"386","SAR Riverside Drive to Mission Boulevard below HWY 205","34.00136","-117.38403","9/19/2015",0,0,NA,NA,"34.00136_-117.38403",0,0,0,0
"387","SAR Riverside Drive to Mission Boulevard below HWY 206","34.00136","-117.38403","9/19/2015",1,0,NA,NA,"34.00136_-117.38403",0,0,0,0
"388","SAR Riverside Drive to Mission Boulevard below HWY 207","34.00136","-117.38403","9/19/2015",6,0.31,NA,NA,"34.00136_-117.38403",0,0,0,0
"389","SAR Riverside Drive to Mission Boulevard below HWY 208","34.00136","-117.38403","9/19/2015",10,0.63,NA,NA,"34.00136_-117.38403",0,0,0,0
"390","SAR Riverside Drive to Mission Boulevard below HWY 209","34.00136","-117.38403","9/19/2015",16,0.72,NA,NA,"34.00136_-117.38403",0,0,0,0
"391","SAR Riverside Drive to Mission Boulevard below HWY 210","34.00136","-117.38403","9/19/2015",24,0.78,NA,NA,"34.00136_-117.38403",0,0,0,0
"392","SAR Riverside Drive to Mission Boulevard below HWY 211","34.00136","-117.38403","9/19/2015",10,0.04,NA,NA,"34.00136_-117.38403",0,0,0,0
"393","SAR Riverside Drive to Mission Boulevard below HWY 212","34.00136","-117.38403","9/19/2015",14,0.5,NA,NA,"34.00136_-117.38403",0,0,0,0
"394","SAR Riverside Drive to Mission Boulevard below HWY 213","34.00136","-117.38403","9/19/2015",12,0.5,NA,NA,"34.00136_-117.38403",0,0,0,0
"395","SAR Riverside Drive to Mission Boulevard below HWY 214","34.00136","-117.38403","9/19/2015",12,0.59,NA,NA,"34.00136_-117.38403",0,0,0,0
"396","SAR Riverside Drive to Mission Boulevard below HWY 215","34.00136","-117.38403","9/19/2015",12,0.7,NA,NA,"34.00136_-117.38403",0,0,0,0
"397","SAR Riverside Drive to Mission Boulevard below HWY 216","34.00136","-117.38403","9/19/2015",18,0.74,NA,NA,"34.00136_-117.38403",0,0,0,0
"398","SAR Riverside Drive to Mission Boulevard below HWY 217","34.00136","-117.38403","9/19/2015",14,0.62,NA,NA,"34.00136_-117.38403",0,0,0,0
"399","SAR Riverside Drive to Mission Boulevard below HWY 218","34.00136","-117.38403","9/19/2015",16,0.65,NA,NA,"34.00136_-117.38403",0,0,0,0
"400","SAR Riverside Drive to Mission Boulevard below HWY 219","34.00136","-117.38403","9/19/2015",16,0.57,NA,NA,"34.00136_-117.38403",0,0,0,0
"401","SAR Riverside Drive to Mission Boulevard below HWY 220","34.00136","-117.38403","9/19/2015",10,0.58,NA,NA,"34.00136_-117.38403",0,0,0,0
"402","SAR Riverside Drive to Mission Boulevard below HWY 221","34.00136","-117.38403","9/19/2015",20,0.26,NA,NA,"34.00136_-117.38403",0,0,0,0
"403","SAR Riverside Drive to Mission Boulevard below HWY 222","34.00136","-117.38403","9/19/2015",24,0.62,NA,NA,"34.00136_-117.38403",0,0,0,0
"404","SAR Riverside Drive to Mission Boulevard below HWY 223","34.00136","-117.38403","9/19/2015",24,0.82,NA,NA,"34.00136_-117.38403",0,0,0,0
"405","SAR Riverside Drive to Mission Boulevard below HWY 224","34.00136","-117.38403","9/19/2015",26,0.81,NA,NA,"34.00136_-117.38403",0,0,0,0
"406","SAR Riverside Drive to Mission Boulevard below HWY 225","34.00136","-117.38403","9/19/2015",16,0.75,NA,NA,"34.00136_-117.38403",0,0,0,0
"407","SAR Riverside Drive to Mission Boulevard below HWY 226","34.00136","-117.38403","9/19/2015",17,0.63,NA,NA,"34.00136_-117.38403",0,0,0,0
"408","SAR Riverside Drive to Mission Boulevard below HWY 227","34.00136","-117.38403","9/19/2015",23,0.62,NA,NA,"34.00136_-117.38403",0,0,0,0
"409","SAR Riverside Drive to Mission Boulevard below HWY 228","34.00136","-117.38403","9/19/2015",18,0.61,NA,NA,"34.00136_-117.38403",0,0,0,0
"410","SAR Riverside Drive to Mission Boulevard below HWY 229","34.00136","-117.38403","9/19/2015",12,0.34,NA,NA,"34.00136_-117.38403",0,0,0,0
"411","SAR Riverside Drive to Mission Boulevard below HWY 230","34.00136","-117.38403","9/19/2015",4,0,NA,NA,"34.00136_-117.38403",0,0,0,0
"412","SAR Riverside Drive to Mission Boulevard below HWY 231","34.00136","-117.38403","9/19/2015",38,0.85,NA,NA,"34.00136_-117.38403",0,0,0,0
"413","SAR Riverside Drive to Mission Boulevard below HWY 232","34.00136","-117.38403","9/19/2015",50,0.8,NA,NA,"34.00136_-117.38403",0,0,0,0
"414","SAR Riverside Drive to Mission Boulevard below HWY 233","34.00136","-117.38403","9/19/2015",25,0.59,NA,NA,"34.00136_-117.38403",0,0,0,0
"415","SAR Riverside Drive to Mission Boulevard below HWY 234","34.00136","-117.38403","9/19/2015",12,0.67,NA,NA,"34.00136_-117.38403",0,0,0,0
"416","SAR Riverside Drive to Mission Boulevard below HWY 235","34.00136","-117.38403","9/19/2015",12,0.48,NA,NA,"34.00136_-117.38403",0,0,0,0
"417","SAR Riverside Drive to Mission Boulevard below HWY 236","34.00136","-117.38403","9/19/2015",8,0.42,NA,NA,"34.00136_-117.38403",0,0,0,0
"418","SAR Riverside Drive to Mission Boulevard below HWY 237","34.00136","-117.38403","9/19/2015",5,0.2,NA,NA,"34.00136_-117.38403",0,0,0,0
"419","SAR Riverside Drive to Mission Boulevard below HWY 238","34.00136","-117.38403","9/19/2015",5,0.29,NA,NA,"34.00136_-117.38403",0,0,0,0
"420","SAR Riverside Drive to Mission Boulevard below HWY 239","34.00136","-117.38403","9/19/2015",4,0.13,NA,NA,"34.00136_-117.38403",0,0,0,0
"421","SAR Riverside Drive to Mission Boulevard below HWY 240","34.00136","-117.38403","9/19/2015",1,0,NA,NA,"34.00136_-117.38403",0,0,0,0
"422","Rialto Drain","34.04794","-117.35625","7/22/15",38,0.24,NA,NA,"34.04794_-117.35625",1,0,0,0
"423","Rialto Drain","34.04794","-117.35625","7/23/15",0,0.09,NA,NA,"34.04794_-117.35625",0,4,0,0
"424","Rialto Drain","34.04794","-117.35625","7/23/15",54,0.13,NA,NA,"34.04794_-117.35625",0,2,0,0
"425","Rialto Drain","34.04794","-117.35625","7/23/15",54,0.13,NA,NA,"34.04794_-117.35625",0,1,0,0
"426","Rialto Drain","34.04794","-117.35625","7/23/15",36,0.03,NA,NA,"34.04794_-117.35625",0,1,0,0
"427","Rialto Drain","34.04794","-117.35625","7/23/15",36,0.19,NA,NA,"34.04794_-117.35625",0,8,0,0
"428","Rialto Drain","34.04794","-117.35625","7/23/15",32,0.07,NA,NA,"34.04794_-117.35625",0,1,0,0
"429","Rialto Drain","34.04794","-117.35625","7/23/15",54,0.3,NA,NA,"34.04794_-117.35625",0,1,0,0
"430","Rialto Drain","34.04794","-117.35625","7/23/15",32,0.01,NA,NA,"34.04794_-117.35625",0,0,1,0
"431","Rialto Drain","34.04794","-117.35625","7/23/15",32,0.09,NA,NA,"34.04794_-117.35625",0,0,5,0
"432","Rialto Drain","34.04794","-117.35625","7/23/15",31,0.58,NA,NA,"34.04794_-117.35625",0,0,1,0
"433","Rialto Drain","34.04794","-117.35625","7/23/15",32,0.27,NA,NA,"34.04794_-117.35625",0,0,1,0
"434","Rialto Drain","34.04794","-117.35625","7/23/15",20,0.18,NA,NA,"34.04794_-117.35625",0,0,1,0
"435","Rialto Drain","34.04794","-117.35625","7/23/15",44,0.25,NA,NA,"34.04794_-117.35625",0,0,3,0
"436","Rialto Drain","34.04794","-117.35625","7/23/15",44,0.25,NA,NA,"34.04794_-117.35625",0,0,2,0
"437","Rialto Drain","34.04794","-117.35625","7/23/15",54,0.3,NA,NA,"34.04794_-117.35625",0,0,2,0
"438","Rialto Drain","34.04794","-117.35625","7/23/15",64,0.06,NA,NA,"34.04794_-117.35625",0,0,18,0
"439","Rialto Drain","34.04794","-117.35625","7/23/15",64,0.06,NA,NA,"34.04794_-117.35625",0,0,2,0
"440","Rialto Drain","34.04794","-117.35625","9/13/15",57,0.11,NA,NA,"34.04794_-117.35625",0,1,0,0
"441","Rialto Drain","34.04794","-117.35625","9/13/15",45,0.09,NA,NA,"34.04794_-117.35625",0,4,0,0
"442","Rialto Drain","34.04794","-117.35625","9/13/15",45,0.09,NA,NA,"34.04794_-117.35625",0,4,0,0
"443","Rialto Drain","34.04794","-117.35625","9/13/15",24,0.25,NA,NA,"34.04794_-117.35625",0,2,0,0
"444","Rialto Drain","34.04794","-117.35625","9/13/15",40,0.4,NA,NA,"34.04794_-117.35625",0,2,0,0
"445","Rialto Drain","34.04683","-117.35528","7/22/15",50,0.42,NA,NA,"34.04683_-117.35528",0,3,0,0
"446","Rialto Drain","34.04683","-117.35528","7/22/15",36,0.82,NA,NA,"34.04683_-117.35528",3,0,0,0
"447","Rialto Drain","34.04683","-117.35528","7/22/15",26,0.42,NA,NA,"34.04683_-117.35528",1,0,0,0
"448","Rialto Drain","34.04683","-117.35528","9/13/15",44,0.47,NA,NA,"34.04683_-117.35528",0,2,0,0
"449","Rialto Drain","34.04683","-117.35528","9/13/15",44,0.47,NA,NA,"34.04683_-117.35528",0,1,0,0
"450","Rialto Drain","34.04683","-117.35528","9/13/15",37,0.32,NA,NA,"34.04683_-117.35528",1,0,0,0
"451","Rialto Drain","34.04683","-117.35528","9/13/15",44,0.47,NA,NA,"34.04683_-117.35528",1,0,0,0
"452","Rialto Drain","34.04683","-117.35528","9/13/15",26,0.59,NA,NA,"34.04683_-117.35528",1,0,0,0
"453","Rialto Drain","34.04683","-117.35528","9/13/15",24,0.55,NA,NA,"34.04683_-117.35528",1,0,0,0
"454","Rialto Drain","34.04683","-117.35528","9/13/15",24,0.27,NA,NA,"34.04683_-117.35528",1,0,0,0
"455","Rialto Drain","34.04683","-117.35528","9/13/15",20,0.65,NA,NA,"34.04683_-117.35528",1,0,0,0
"456","Rialto Drain","34.04683","-117.35528","9/13/15",30,0.38,NA,NA,"34.04683_-117.35528",1,0,0,0
"457","Rialto Drain","34.04683","-117.35528","9/13/15",32,0.31,NA,NA,"34.04683_-117.35528",1,0,0,0
"458","Rialto Drain","34.04683","-117.35528","9/13/15",26,0.5,NA,NA,"34.04683_-117.35528",1,0,0,0
"459","Rialto Drain","34.04683","-117.35528","9/13/15",26,0.5,NA,NA,"34.04683_-117.35528",2,0,0,0
"460","Rialto Drain","34.04683","-117.35528","9/13/15",26,0.5,NA,NA,"34.04683_-117.35528",2,0,0,0
"461","Rialto Drain","34.04683","-117.35528","9/13/15",26,0.5,NA,NA,"34.04683_-117.35528",1,0,0,0
"462","Rialto Drain","34.04683","-117.35528","9/13/15",22,0.65,NA,NA,"34.04683_-117.35528",2,0,0,0
"463","Rialto Drain","34.04683","-117.35528","9/13/15",40,0.35,NA,NA,"34.04683_-117.35528",1,0,0,0
"464","Rialto Drain","34.04683","-117.35528","9/13/15",40,0.19,NA,NA,"34.04683_-117.35528",5,0,0,0
"465","Rialto Drain","34.04683","-117.35528","9/13/15",24,0.52,NA,NA,"34.04683_-117.35528",2,0,0,0
"466","SAR Confluence of Rialto Drain to RIX confluence","34.04319","-117.35378","9/12/15",46,0.04,NA,NA,"34.04319_-117.35378",0,2,0,0
"467","SAR Confluence of Rialto Drain to RIX confluence","34.04319","-117.35378","9/12/15",46,0.04,NA,NA,"34.04319_-117.35378",0,3,0,0
"468","SAR Confluence of Rialto Drain to RIX confluence","34.04319","-117.35378","9/12/15",70,0.45,NA,NA,"34.04319_-117.35378",0,10,0,0
"469","SAR Confluence of Rialto Drain to RIX confluence","34.04319","-117.35378","9/12/15",68,0.53,NA,NA,"34.04319_-117.35378",0,1,0,0
"470","SAR Confluence of Rialto Drain to RIX confluence","34.04319","-117.35378","9/12/15",68,0.53,NA,NA,"34.04319_-117.35378",0,2,0,0
"471","SAR Confluence of Rialto Drain to RIX confluence","34.04319","-117.35378","9/12/15",68,0.53,NA,NA,"34.04319_-117.35378",0,5,0,0
"472","SAR Confluence of Rialto Drain to RIX confluence","34.04319","-117.35378","9/12/15",68,0.53,NA,NA,"34.04319_-117.35378",0,5,0,0
"473","SAR Confluence of Rialto Drain to RIX confluence","34.04319","-117.35378","9/12/15",0.14,0.55,NA,NA,"34.04319_-117.35378",0,5,0,0
"474","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",20,0.13,NA,NA,"34.04203_-117.354",0,5,0,0
"475","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",33,0.13,NA,NA,"34.04203_-117.354",0,5,0,0
"476","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",40,0.1,NA,NA,"34.04203_-117.354",0,5,0,0
"477","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",40,0.1,NA,NA,"34.04203_-117.354",0,5,0,0
"478","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",26,0.41,NA,NA,"34.04203_-117.354",0,1,0,0
"479","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",37,0.35,NA,NA,"34.04203_-117.354",0,3,0,0
"480","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",37,0.35,NA,NA,"34.04203_-117.354",0,2,0,0
"481","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",38,0.41,NA,NA,"34.04203_-117.354",0,3,0,0
"482","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",30,0.43,NA,NA,"34.04203_-117.354",0,5,0,0
"483","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",30,0.43,NA,NA,"34.04203_-117.354",0,5,0,0
"484","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",30,0.43,NA,NA,"34.04203_-117.354",0,5,0,0
"485","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",26,0.55,NA,NA,"34.04203_-117.354",0,1,0,0
"486","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",26,0.26,NA,NA,"34.04203_-117.354",0,0,0,3
"487","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",37,0.35,NA,NA,"34.04203_-117.354",2,0,0,0
"488","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",30,0.35,NA,NA,"34.04203_-117.354",1,0,0,0
"489","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",28,0.52,NA,NA,"34.04203_-117.354",1,0,0,0
"490","SAR Confluence of Rialto Drain to RIX confluence","34.04203","-117.354","9/12/15",26,0.55,NA,NA,"34.04203_-117.354",1,0,0,0
"491","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",52,0.47,NA,NA,"34.03842_-117.35544",0,4,0,0
"492","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",52,0.47,NA,NA,"34.03842_-117.35544",0,2,0,0
"493","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",36,0.65,NA,NA,"34.03842_-117.35544",0,2,0,0
"494","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",36,0.65,NA,NA,"34.03842_-117.35544",0,1,0,0
"495","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",14,0.55,NA,NA,"34.03842_-117.35544",0,6,0,0
"496","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",60,0.07,NA,NA,"34.03842_-117.35544",0,6,0,0
"497","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",51,0.54,NA,NA,"34.03842_-117.35544",0,15,0,0
"498","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",51,0.54,NA,NA,"34.03842_-117.35544",0,5,0,0
"499","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",40,0.78,NA,NA,"34.03842_-117.35544",0,10,0,0
"500","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",36,0.18,NA,NA,"34.03842_-117.35544",0,6,0,0
"501","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",48,0.98,NA,NA,"34.03842_-117.35544",0,1,0,0
"502","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",60,1.11,NA,NA,"34.03842_-117.35544",0,2,0,0
"503","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",46,0.45,NA,NA,"34.03842_-117.35544",0,2,0,0
"504","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",46,0.45,NA,NA,"34.03842_-117.35544",0,1,0,0
"505","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",42,0.45,NA,NA,"34.03842_-117.35544",0,2,0,0
"506","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",90,NA,0.19,-0.08,"34.03842_-117.35544",0,10,0,0
"507","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",90,NA,0.19,-0.08,"34.03842_-117.35544",0,5,0,0
"508","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",90,NA,0.19,-0.08,"34.03842_-117.35544",0,5,0,0
"509","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",86,NA,0.02,0.02,"34.03842_-117.35544",0,5,0,0
"510","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",86,NA,0.02,0.02,"34.03842_-117.35544",0,5,0,0
"511","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",86,NA,0.02,0.02,"34.03842_-117.35544",0,10,0,0
"512","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",56,0.97,NA,NA,"34.03842_-117.35544",1,0,0,0
"513","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",44,0.37,NA,NA,"34.03842_-117.35544",8,0,0,0
"514","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",48,0.55,NA,NA,"34.03842_-117.35544",1,0,0,0
"515","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",48,0.44,NA,NA,"34.03842_-117.35544",3,0,0,0
"516","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",46,0.6,NA,NA,"34.03842_-117.35544",1,0,0,0
"517","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",46,0.6,NA,NA,"34.03842_-117.35544",3,0,0,0
"518","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",36,0.18,NA,NA,"34.03842_-117.35544",1,0,0,0
"519","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",50,1.31,NA,NA,"34.03842_-117.35544",1,0,0,0
"520","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",50,1.31,NA,NA,"34.03842_-117.35544",1,0,0,0
"521","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",60,1.11,NA,NA,"34.03842_-117.35544",2,0,0,0
"522","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",60,1.11,NA,NA,"34.03842_-117.35544",1,0,0,0
"523","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",72,1.41,NA,NA,"34.03842_-117.35544",1,0,0,0
"524","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",76,1.13,NA,NA,"34.03842_-117.35544",1,0,0,0
"525","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","7/23/15",90,NA,0.19,-0.08,"34.03842_-117.35544",10,0,0,0
"526","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",56,0.48,NA,NA,"34.03842_-117.35544",0,3,0,0
"527","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",56,0.48,NA,NA,"34.03842_-117.35544",0,3,0,0
"528","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",50,0.33,NA,NA,"34.03842_-117.35544",0,4,0,0
"529","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",50,0.33,NA,NA,"34.03842_-117.35544",0,4,0,0
"530","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",66,0.92,NA,NA,"34.03842_-117.35544",0,3,0,0
"531","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",66,0.92,NA,NA,"34.03842_-117.35544",0,3,0,0
"532","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",42,0.96,NA,NA,"34.03842_-117.35544",0,5,0,0
"533","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",42,0.96,NA,NA,"34.03842_-117.35544",0,10,0,0
"534","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",42,0.96,NA,NA,"34.03842_-117.35544",0,5,0,0
"535","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",40,1.07,NA,NA,"34.03842_-117.35544",1,0,0,0
"536","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",62,0.63,NA,NA,"34.03842_-117.35544",3,0,0,0
"537","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",60,0.66,NA,NA,"34.03842_-117.35544",3,0,0,0
"538","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",50,0.88,NA,NA,"34.03842_-117.35544",5,0,0,0
"539","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",46,0.57,NA,NA,"34.03842_-117.35544",5,0,0,0
"540","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",38,0.86,NA,NA,"34.03842_-117.35544",5,0,0,0
"541","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",46,0.88,NA,NA,"34.03842_-117.35544",4,0,0,0
"542","SAR Confluence of Rialto Drain to RIX confluence","34.03842","-117.35544","9/20/15",46,0.88,NA,NA,"34.03842_-117.35544",1,0,0,0
"543","SAR Confluence of Rialto Drain to RIX confluence","34.03717","-117.356","7/23/15",54,0.85,NA,NA,"34.03717_-117.356",0,8,0,0
"544","SAR Confluence of Rialto Drain to RIX confluence","34.03717","-117.356","7/23/15",70,0.96,NA,NA,"34.03717_-117.356",0,6,0,0
"545","SAR Confluence of Rialto Drain to RIX confluence","34.03717","-117.356","7/23/15",64,0.89,NA,NA,"34.03717_-117.356",0,1,0,0
"546","SAR Confluence of Rialto Drain to RIX confluence","34.03717","-117.356","7/23/15",58,0.89,NA,NA,"34.03717_-117.356",0,4,0,0
"547","SAR Confluence of Rialto Drain to RIX confluence","34.03717","-117.356","7/23/15",52,0.98,NA,NA,"34.03717_-117.356",0,3,0,0
"548","SAR Confluence of Rialto Drain to RIX confluence","34.03717","-117.356","7/23/15",46,0.75,NA,NA,"34.03717_-117.356",0,5,0,0
"549","SAR Confluence of Rialto Drain to RIX confluence","34.03717","-117.356","7/23/15",31,0.75,NA,NA,"34.03717_-117.356",0,5,0,0
"550","SAR Confluence of Rialto Drain to RIX confluence","34.03717","-117.356","7/23/15",31,0.76,NA,NA,"34.03717_-117.356",0,5,0,0
"551","SAR Confluence of Rialto Drain to RIX confluence","34.03717","-117.356","7/23/15",34,0.83,NA,NA,"34.03717_-117.356",0,5,0,0
