"date","q.cms","av.depth.m_slice1","max.depth.m_slice1","av.vel.ms_slice1","total.shear.Pa_slice1","total.power.watt.ms_slice1","av.depth.m_slice2","max.depth.m_slice2","av.vel.ms_slice2","total.shear.Pa_slice2","total.power.watt.ms_slice2","av.depth.m_slice3","max.depth.m_slice3","av.vel.ms_slice3","total.shear.Pa_slice3","total.power.watt.ms_slice3"
"07/01/2000",0.0106981207804682,0,0,0,0,0,0.0191236904041752,0.0237261060604259,0.405691284205354,2.04628975134588,0.828923006318111,0.00155931808115618,0.00155931808115618,0.0363613982394014,0.153575337186976,0.0399319578015815
"07/02/2000",0.00985844841236086,0,0,0,0,0,0.0191657478381277,0.0229954178861737,0.407248470984078,2.03813929870393,0.829063325424492,0.00116789719016607,0.00116789719016607,0.0272339398532589,0.115024770729579,0.0299082155705639
"07/03/2000",0.00967786313724879,0,0,0,0,0,0.0191747929771239,0.022838271444323,0.407583369467721,2.03638641056739,0.829093503343156,0.00108371572609886,0.00108371572609886,0.0252709306530743,0.106733840940944,0.0277524458713408
"07/04/2000",0.0100704968207007,0,0,0,0,0,0.0191551267765479,0.023179943744387,0.406855223581331,2.04019759021812,0.829027889647041,0.00126674547918684,0.00126674547918684,0.0295389615456275,0.124760218230748,0.0324395821683328
"07/05/2000",0.0107361387331338,0,0,0,0,0,0.019121786164386,0.0237591895218772,0.40562077926141,2.04665878042736,0.828916653072075,0.00157704049464888,0.00157704049464888,0.0367746633342905,0.155320796090326,0.040385804054174
"07/06/2000",0.0115354989617638,0,0,0,0,0,0.019081747881245,0.0244547978188896,0.404138352035341,2.05441793499141,0.82878307059727,0.00194966951615363,0.00194966951615363,0.0454639182145048,0.192020574227198,0.0499283127585812
"07/07/2000",0.0138968726589494,0,0,0,0,0,0.0189634716081666,0.026509680057557,0.399759144095974,2.07733909474356,0.828388457341427,0.00305044528491733,0.00305044528491733,0.0711326682815999,0.300434637976009,0.0781176424908984
"07/08/2000",0.0783628662033091,0,0,0,0,0,0.0296190721341122,0.0571397382406395,0.531787164343801,3.42110858598781,1.88533472410585,0.0148916197803034,0.0266597382406388,0.308730686434114,1.53545548907167,0.481329706758106
"07/09/2000",0.0132220539993261,0,0,0,0,0,0.0189972718644154,0.025922448616962,0.401010606850632,2.07078882854918,0.828501227458539,0.00273587244551106,0.00273587244551106,0.063797212849396,0.269452742450329,0.0700618715096621
"07/10/2000",0.0281047714995172,0,0,0,0,0,0.0182518276506092,0.0388734829622236,0.37341035250975,2.21525098876321,0.826014150713536,0.00967358620809404,0.00967358620809404,0.225576246928966,0.952739714666675,0.247727029475061
"07/11/2000",0.0806373885432978,0,0,0,0,0,0.0301757944134789,0.0578888623048027,0.539720831169122,3.47786815694586,1.93652729237116,0.0150723235983095,0.027408862304802,0.311083716480866,1.55657584928978,0.490786296995494
"07/12/2000",0.0132794086692794,0,0,0,0,0,0.0189943990888722,0.0259723590113787,0.400904241633505,2.07134555345643,0.828491642820125,0.00276260884516914,0.00276260884516914,0.0644206731216802,0.272085977864115,0.0707465533560504
"07/13/2000",0.0625559191645405,0,0,0,0,0,0.0257500929508627,0.05193364982396,0.476651609451119,3.02665410369787,1.5295685040421,0.013635806359302,0.0214536498239593,0.292378144770437,1.388678115406,0.415610492476627
"07/14/2000",0.0466998109798469,0,0,0,0,0,0.0218690808652607,0.0467113699648898,0.421344577608897,2.63097282952225,1.17269581635896,0.0123760872361625,0.0162313699648891,0.275974745108374,1.24144424980249,0.349686885033367
"07/15/2000",0.0127504347418497,0,0,0,0,0,0.0190208942873097,0.0255120425737522,0.401885232835989,2.0662109591693,0.82858004057098,0.00251602285062015,0.00251602285062015,0.0586705880964322,0.247800023820429,0.0644318304988061
"07/16/2000",0.0573153410356027,0,0,0,0,0,0.0244673855666142,0.0502076420738959,0.458372166723262,2.89587808934924,1.4116190564158,0.0132194585135108,0.0197276420738952,0.286956682170162,1.3400160750785,0.393822181541581
"07/17/2000",0.0490333266945493,0,0,0,0,0,0.0224402426273534,0.0474799237597912,0.429484016772283,2.68920455073323,1.22521614575862,0.0125614778967027,0.0169999237597905,0.278388804752778,1.26311240034234,0.359388747063245
"07/18/2000",0.0125115115738772,0,0,0,0,0,0.0190328614494296,0.0253041301307289,0.402328319940471,2.06389180227003,0.828619967436144,0.00240464664861794,0.00240464664861794,0.05607343073365,0.236830717439776,0.061579641550189
"07/19/2000",0.0115977697462813,0,0,0,0,0,0.0190786288677982,0.0245089862471105,0.404022869799609,2.05502237917638,0.828772664418421,0.00197869760720946,0.00197869760720946,0.0461408179386639,0.194879515533445,0.0506716816203356
