"date","q.cms","av.depth.m_slice1","max.depth.m_slice1","av.vel.ms_slice1","total.shear.Pa_slice1","total.power.watt.ms_slice1","av.depth.m_slice2","max.depth.m_slice2","av.vel.ms_slice2","total.shear.Pa_slice2","total.power.watt.ms_slice2","av.depth.m_slice3","max.depth.m_slice3","av.vel.ms_slice3","total.shear.Pa_slice3","total.power.watt.ms_slice3"
"07/01/2000",0.000284590594893911,0,0,0,0,0,0,0,0,0,0,0.0200667235942153,0.0200667235942153,0.272645409647422,4.45399831324175,1.27154237295153
"07/02/2000",0.000281834293326009,0,0,0,0,0,0,0,0,0,0,0.0199637995231596,0.0199637995231596,0.271651077545113,4.43115334621355,1.26205554210554
"07/03/2000",0.000278996056515842,0,0,0,0,0,0,0,0,0,0,0.0198578158780737,0.0198578158780737,0.270627187413797,4.40762927791073,1.25228670083198
"07/04/2000",0.000275000894077254,0,0,0,0,0,0,0,0,0,0,0.0197086310473945,0.0197086310473945,0.269185937910155,4.374516299547,1.23853587229476
"07/05/2000",0.000383030872990568,0,0,0,0,0,0,0,0,0,0,0.0234459593719801,0.0234459593719801,0.304939541934335,5.20405152364973,1.59154873212173
"07/06/2000",0.000379819011471144,0,0,0,0,0,0,0,0,0,0,0.0233940962557494,0.0233940962557494,0.304519293824672,5.19254001649578,1.58481063585276
"07/07/2000",0.000272077444614566,0,0,0,0,0,0,0,0,0,0,0.0195994654452959,0.0195994654452959,0.268131307428468,4.35028596591389,1.22847374017457
"07/08/2000",0.00428947383047286,0,0,0,0,0,0,0,0,0,0,0.025118466311278,0.0555232747146552,0.372707128055734,8.41697742204254,3.19410294463711
"07/09/2000",0.000403613005977681,0,0,0,0,0,0,0,0,0,0,0.0237783066879934,0.0237783066879934,0.307632560431041,5.27781914086853,1.63472755307937
"07/10/2000",0.000576496368263075,0,0,0,0,0,0,0,0,0,0,0.0265699182996217,0.0265699182996217,0.330253058155879,5.89744363268157,1.99741589793411
"07/11/2000",0.012487258741997,0,0,0,0,0,0,0,0,0,0,0.0301905677412484,0.0736217935012939,0.480833692230556,12.5836320713711,6.04989285237539
"07/12/2000",0.000388635243595443,0,0,0,0,0,0,0,0,0,0,0.0235364552175585,0.0235364552175585,0.305672832002511,5.22413792896989,1.6033060225386
"07/13/2000",0.00645879131857272,0,0,0,0,0,0,0,0,0,0,0.0230251611635955,0.0618871611635972,0.393788970714642,9.43445933075068,3.87539621055657
"07/14/2000",0.0121490300597768,0,0,0,0,0,0,0,0,0,0,0.0302657757549104,0.0731311034053944,0.48290915934062,12.5807934813639,6.07468913283323
"07/15/2000",0.000318780533004669,0,0,0,0,0,0,0,0,0,0,0.0213434226537376,0.0213434226537376,0.284979384070027,4.73737369492433,1.38921968492225
"07/16/2000",0.00619528757775091,0,0,0,0,0,0,0,0,0,0,0.0224040488809784,0.0612660488809801,0.385494112126847,9.18464076920718,3.68563346148092
"07/17/2000",0.0119638564110696,0,0,0,0,0,0,0,0,0,0,0.0303069506848731,0.0728624600873714,0.484045437361217,12.5792394083463,6.08826461583663
"07/18/2000",0.000245189575341147,0,0,0,0,0,0,0,0,0,0,0.0185954356250977,0.0185954356250977,0.258431544567759,4.12743209021212,1.13592919767011
"07/19/2000",0.000238057931808567,0,0,0,0,0,0,0,0,0,0,0.0183291302997884,0.0183291302997884,0.255858813706503,4.06832311488955,1.11138300989613
"07/20/2000",0.00438255226630836,0,0,0,0,0,0,0,0,0,0,0.0240987838920139,0.0559576820625838,0.367520722928852,8.32655158711151,3.10966801031536
"07/21/2000",0.00879066832834485,0,0,0,0,0,0,0,0,0,0,0.0285216958534064,0.0673836958534082,0.467194342417768,11.6452293124625,5.55470213046722
"07/22/2000",0.000234878844388597,0,0,0,0,0,0,0,0,0,0,0.0182104188266624,0.0182104188266624,0.254711962173806,4.04197398526792,1.10044100523704
"07/23/2000",0.000230326522299212,0,0,0,0,0,0,0,0,0,0,0.0180404288924504,0.0180404288924504,0.253069718071695,4.00424311820865,1.08477250578061
"07/24/2000",0.00456182657751588,0,0,0,0,0,0,0,0,0,0,0.0221348181063506,0.0567943750880343,0.357531414466385,8.15238633468639,2.94704156997493
"07/25/2000",0.00887227583015005,0,0,0,0,0,0,0,0,0,0,0.0287140552543273,0.0675760552543291,0.469763272502275,11.7225984938204,5.61347193707207
"07/26/2000",0.000224908964045851,0,0,0,0,0,0,0,0,0,0,0.017838129856267,0.017838129856267,0.251115341181235,3.95934094164253,1.0661259761895
"07/27/2000",0.000221792147410285,0,0,0,0,0,0,0,0,0,0,0.0177217436594147,0.0177217436594147,0.249990953750685,3.93350792899195,1.05539829945634
"07/28/2000",0.00435993813927345,0,0,0,0,0,0,0,0,0,0,0.0243465236349256,0.0558521394321907,0.368780800231839,8.34852124420784,3.13018213169908
"07/29/2000",0.00935733246747105,0,0,0,0,0,0,0,0,0,0,0.0298573962720504,0.0687193962720522,0.485032415175926,12.1824635075949,5.96278645028677
"07/30/2000",0.000238808458632524,0,0,0,0,0,0,0,0,0,0,0.0183571559980856,0.0183571559980856,0.256129565253937,4.07454368260491,1.11396622542928
"07/31/2000",0.000230313412660167,0,0,0,0,0,0,0,0,0,0,0.018039939360595,0.018039939360595,0.253064988786952,4.00413446200237,1.08472738411122
"08/01/2000",0.000225338304718149,0,0,0,0,0,0,0,0,0,0,0.0178541620242915,0.0178541620242915,0.251270225254249,3.96289943234498,1.06760371083974
"08/02/2000",0.0032852754948789,0,0,0,0,0,0,0,0,0,0,0.0361195470564366,0.0508365700892064,0.428661865040516,9.39255755633828,4.10504885547872
"08/03/2000",0.00640274761249565,0,0,0,0,0,0,0,0,0,0,0.0228930589243662,0.061755058924368,0.392024765716278,9.38132627847569,3.83503622287516
"08/04/2000",0.000219497960612153,0,0,0,0,0,0,0,0,0,0,0.0176360755860167,0.0176360755860167,0.249163328933197,3.91449309318073,1.04750200743357
"08/05/2000",0.000215099676779358,0,0,0,0,0,0,0,0,0,0,0.0174718376510239,0.0174718376510239,0.247576653926027,3.87803893652712,1.03236368758488
"08/06/2000",0.000212743219196539,0,0,0,0,0,0,0,0,0,0,0.0173838443013418,0.0173838443013418,0.24672656500629,3.8585079837425,1.02425306763521
"08/07/2000",0.00280828128544487,0,0,0,0,0,0,0,0,0,0,0.0413450604106816,0.0486103853919927,0.455240365109786,9.85595812015489,4.53774816315288
"08/08/2000",0.00630868595378129,0,0,0,0,0,0,0,0,0,0,0.0226713434702758,0.0615333434702775,0.38906379007648,9.29214975216479,3.76729753011663
"08/09/2000",0.000214080402359074,0,0,0,0,0,0,0,0,0,0,0.0174337765498439,0.0174337765498439,0.247208952042839,3.86959091661695,1.02885547784344
"08/10/2000",0.00020761407299793,0,0,0,0,0,0,0,0,0,0,0.0171923149658191,0.0171923149658191,0.244876232378646,3.81599624367945,1.00659921475599
"08/11/2000",0.00397222057041402,0,0,0,0,0,0,0,0,0,0,0.0285940035700684,0.0540426186842137,0.390384734256562,8.72518942268373,3.4818952558849
"08/12/2000",0.000203186292477637,0,0,0,0,0,0,0,0,0,0,0.0170269755841649,0.0170269755841649,0.243278916480932,3.77929761056464,0.991359371152395
"08/13/2000",0.00555422623816711,0,0,0,0,0,0,0,0,0,0,0.0208929846710939,0.0597549846710956,0.365314083026062,8.57687322398561,3.22397184807785
"08/14/2000",0.000202232566251731,0,0,0,0,0,0,0,0,0,0,0.0169913621422303,0.0169913621422303,0.242934861021153,3.77139287167885,0.98807676975496
"08/15/2000",0.000200915047547622,0,0,0,0,0,0,0,0,0,0,0.016942164191506,0.016942164191506,0.242459567911667,3.76047292311266,0.983542042050322
"08/16/2000",0.00261265269976242,0,0,0,0,0,0,0,0,0,0,0.0434881887060307,0.047697365159943,0.466140946867962,10.0460115738676,4.71521017822957
"08/17/2000",0.000198771621596389,0,0,0,0,0,0,0,0,0,0,0.0168621257343661,0.0168621257343661,0.24168632986796,3.74270763365612,0.97616464921819
"08/18/2000",0.00570039871130153,0,0,0,0,0,0,0,0,0,0,0.0212375320318303,0.060099532031832,0.369915459804611,8.71545416732178,3.32923824867871
"08/19/2000",0.000197499986628231,0,0,0,0,0,0,0,0,0,0,0.0168146411451093,0.0168146411451093,0.24122758925482,3.73216798180605,0.971787847353969
"08/20/2000",0.000196107087500673,0,0,0,0,0,0,0,0,0,0,0.016762628386256,0.016762628386256,0.240725102758444,3.72062326006252,0.966993670054013
"08/21/2000",0.00256054188534803,0,0,0,0,0,0,0,0,0,0,0.044059067243416,0.0474541582293047,0.469044603258605,10.0966373053816,4.7624818491922
"08/22/2000",0.000197172245656908,0,0,0,0,0,0,0,0,0,0,0.0168024028489036,0.0168024028489036,0.241109357137977,3.72945157668882,0.970659805635874
"08/23/2000",0.00633326652660224,0,0,0,0,0,0,0,0,0,0,0.0227292830488383,0.06159128304884,0.389837564197944,9.315453722442,3.78499927908539
"08/24/2000",0.000198853556838937,0,0,0,0,0,0,0,0,0,0,0.0168651853084069,0.0168651853084069,0.241715887897068,3.74338673493308,0.976446659646739
"08/25/2000",0.000199784341197009,0,0,0,0,0,0,0,0,0,0,0.0168999420696131,0.0168999420696131,0.242051667108725,3.75110132546197,0.979650298124453
"08/26/2000",0.00322146432777285,0,0,0,0,0,0,0,0,0,0,0.0368186039826376,0.0505387563193257,0.432217474470996,9.45455019740163,4.16293435446922
"08/27/2000",0.000202766784034694,0,0,0,0,0,0,0,0,0,0,0.0170113105650346,0.0170113105650346,0.2431275793715,3.7758206120175,0.989915477754442
"08/28/2000",0.000207378099498792,0,0,0,0,0,0,0,0,0,0,0.017183503392559,0.017183503392559,0.244791105254598,3.81404043199683,1.0057870247197
"08/29/2000",0.00760948986829847,0,0,0,0,0,0,0,0,0,0,0.0257375059697655,0.0645995059697673,0.430011916610541,10.525395860024,4.70407408614311
"08/30/2000",0.000428783512562757,0,0,0,0,0,0,0,0,0,0,0.024184744170031,0.024184744170031,0.310925933369964,5.36803176830291,1.68753222584728
"08/31/2000",0.000239893281247186,0,0,0,0,0,0,0,0,0,0,0.018397664758511,0.018397664758511,0.256520913560534,4.08353498353947,1.11770004351473
"09/01/2000",0.00425178361880463,0,0,0,0,0,0,0,0,0,0,0.025531365882177,0.0553473703309308,0.37480725689089,8.45359351714807,3.22829314689194
"09/02/2000",0.000235924338086406,0,0,0,0,0,0,0,0,0,0,0.0182494589915321,0.0182494589915321,0.255089122626276,4.05063931758596,1.10403945831531
"09/03/2000",0.000232640373555488,0,0,0,0,0,0,0,0,0,0,0.0181268312636156,0.0181268312636156,0.253904436816145,4.02342093832578,1.092736480306
"09/04/2000",0.0060248622727646,0,0,0,0,0,0,0,0,0,0,0.0220023344693892,0.0608643344693909,0.380129278215061,9.02306657519571,3.56290133522952
"09/05/2000",0.000228166709299244,0,0,0,0,0,0,0,0,0,0,0.0179597785204938,0.0179597785204938,0.252290568422084,3.98634200849484,1.07733871086199
"09/06/2000",0.000223525897147647,0,0,0,0,0,0,0,0,0,0,0.017786484246308,0.017786484246308,0.250616401648442,3.9478777120543,1.06136564014183
"09/07/2000",0.00239509824310839,0,0,0,0,0,0,0,0,0,0,0.0458715168388188,0.0466820144646201,0.478263255749049,10.2573660429164,4.91256197184426
"09/08/2000",0.000225888909549564,0,0,0,0,0,0,0,0,0,0,0.0178747223619019,0.0178747223619019,0.251468855210398,3.96746299293854,1.06949882092473
"09/09/2000",0.000224030618243111,0,0,0,0,0,0,0,0,0,0,0.0178053312224509,0.0178053312224509,0.250798479108245,3.95206097593173,1.06310282438641
"09/10/2000",0.000220736821483122,0,0,0,0,0,0,0,0,0,0,0.0176823363456508,0.0176823363456508,0.249610246334633,3.9247611045186,1.05176600512579
"09/11/2000",0.00254694063504433,0,0,0,0,0,0,0,0,0,0,0.0442080701321109,0.0473906796908022,0.469802475838584,10.1098509397082,4.77482005262007
"09/12/2000",0.00020813190373244,0,0,0,0,0,0,0,0,0,0,0.0172116514738174,0.0172116514738174,0.245063039123192,3.82028816376317,1.00838152066995
"09/13/2000",0.000204736507271193,0,0,0,0,0,0,0,0,0,0,0.0170848627251881,0.0170848627251881,0.243838154393306,3.79214620676247,0.996695008476217
"09/14/2000",0.000630278661630992,0,0,0,0,0,0,0,0,0,0,0.0274383608882037,0.0274383608882037,0.337290069865296,6.09020264520947,2.11024463232615
"09/15/2000",0.000204264560272918,0,0,0,0,0,0,0,0,0,0,0.0170672395786678,0.0170672395786678,0.243667900145208,3.78823458339723,0.995070628403642
"09/16/2000",0.000202619300597485,0,0,0,0,0,0,0,0,0,0,0.0170058033317378,0.0170058033317378,0.24307437491888,3.77459822971381,0.989407858980909
"09/17/2000",0.00441925925506942,0,0,0,0,0,0,0,0,0,0,0.0236966556142039,0.0561289976363255,0.36547538006298,8.29089069448125,3.07636972637485
"09/18/2000",0.00020335999519237,0,0,0,0,0,0,0,0,0,0,0.0170334618811514,0.0170334618811514,0.243341579502833,3.78073730527621,0.991957233262751
"09/19/2000",0.000203845051829691,0,0,0,0,0,0,0,0,0,0,0.017051574559527,0.017051574559527,0.243516563035674,3.78475758484774,0.993626735004714
"09/20/2000",0.00252979978225498,0,0,0,0,0,0,0,0,0,0,0.0443958496761439,0.0473106814362696,0.470757577909089,10.126503302965,4.79036916199751
"09/21/2000",0.000399024632382549,0,0,0,0,0,0,0,0,0,0,0.0237042165220149,0.0237042165220149,0.307032205989195,5.2613741306631,1.62510170127504
"09/22/2000",0.0876805420133825,0,0,0,0,0,0,0,0,0,0,0.0603300306098296,0.127081230609829,0.843630357794954,26.3534621749379,22.2621229772999
"09/23/2000",0.000571219738627257,0,0,0,0,0,0,0,0,0,0,0.0264847146087235,0.0264847146087235,0.329562650547571,5.87853187094025,1.98634616835616
"09/24/2000",0.00909513969055379,0,0,0,0,0,0,0,0,0,0,0.0292393741003389,0.0681013741003407,0.47677882454193,11.9338878244859,5.77396779450441
