"date","q.cms","av.depth.m_slice1","max.depth.m_slice1","av.vel.ms_slice1","total.shear.Pa_slice1","total.power.watt.ms_slice1","av.depth.m_slice2","max.depth.m_slice2","av.vel.ms_slice2","total.shear.Pa_slice2","total.power.watt.ms_slice2","av.depth.m_slice3","max.depth.m_slice3","av.vel.ms_slice3","total.shear.Pa_slice3","total.power.watt.ms_slice3"
"07/01/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/02/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/03/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/04/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/05/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/06/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/07/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/08/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/09/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/10/2000",0.00231145874726955,0,0,0,0,0,0.00949440642344527,0.0241248064234325,0.149960639909044,1.75857664359769,0.269980089651781,0.0241248064234325,0.0241248064234325,0.218899392117913,3.6184939777938,0.795301351231421
"07/11/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/12/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/13/2000",0.00571318060917975,0,0,0,0,0,0.0167175799225975,0.0313479799225848,0.228704724129634,3.12969886049294,0.729118277794215,0.0313479799225848,0.0313479799225848,0.266950456230886,4.79305574111813,1.28690835358124
"07/14/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/15/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/16/2000",0.00496625893591054,0,0,0,0,0,0.0154479095201497,0.030078309520137,0.21648989969622,2.89544394583605,0.632424467769537,0.030078309520137,0.030078309520137,0.258973872868653,4.59408609428303,1.19284887886563
"07/17/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/18/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/19/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/20/2000",0.00295664962307481,0,0,0,0,0,0.0109943339693742,0.0256247339693614,0.166980380829777,2.0460725690631,0.35875527842242,0.0256247339693614,0.0256247339693614,0.229070368817992,3.86547481515396,0.894245254972678
"07/21/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/22/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/23/2000",0.00498133502060049,0,0,0,0,0,0.0154735369175069,0.0301039369174942,0.216736447271717,2.90017221529026,0.634376163805541,0.0301039369174942,0.0301039369174942,0.259134874551439,4.59810215561017,1.19474740271017
"07/24/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/25/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/26/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/27/2000",0.00384210740484841,0,0,0,0,0,0.0130528294742613,0.0276832294742486,0.190338215863052,2.44063100746914,0.480590048059039,0.0276832294742486,0.0276832294742486,0.243028982935221,4.20443048329878,1.03003553473664
"07/28/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/29/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/30/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/31/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/01/2000",0.00225338304718149,0,0,0,0,0,0.00935939313423458,0.0239897931342218,0.148428638440401,1.73269821324477,0.261989150176901,0.0239897931342218,0.0239897931342218,0.217983869883195,3.59626244046754,0.786395093107346
"08/02/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/03/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/04/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/05/2000",0.00312425635573855,0,0,0,0,0,0.0113839829316161,0.0260143829316033,0.171401743985211,2.12075783590178,0.381817165825713,0.0260143829316033,0.0260143829316033,0.231712570120934,3.92963513225209,0.919948756130176
"08/06/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/07/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/08/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/09/2000",0.00390568915327045,0,0,0,0,0,0.0132006431205059,0.0278310431204932,0.192015463521088,2.46896292332658,0.489338593536359,0.0278310431204932,0.0278310431204932,0.244031304117993,4.2287697510333,1.03978617850965
"08/10/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/11/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/12/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/13/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
