"date","q.cms","av.depth.m_slice1","max.depth.m_slice1","av.vel.ms_slice1","total.shear.Pa_slice1","total.power.watt.ms_slice1","av.depth.m_slice2","max.depth.m_slice2","av.vel.ms_slice2","total.shear.Pa_slice2","total.power.watt.ms_slice2","av.depth.m_slice3","max.depth.m_slice3","av.vel.ms_slice3","total.shear.Pa_slice3","total.power.watt.ms_slice3"
"07/01/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/02/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/03/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/04/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/05/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/06/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/07/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/08/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/09/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/10/2000",5.31137017853755e-05,0,0,0,0,0,0.000331170417932362,0.000331170417932362,0.0042405170450787,0.0624925605886991,0.0170852074754969,0,0,0,0,0
"07/11/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/12/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/13/2000",0.000713492094207228,0,0,0,0,0,0.00444871035321256,0.00444871035321256,0.0569641219744116,0.83948108356251,0.229510654537239,0,0,0,0,0
"07/14/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/15/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/16/2000",0.000498264598447672,0,0,0,0,0,0.00310674062929372,0.00310674062929372,0.0397806865583303,0.586248549075308,0.160277927465368,0,0,0,0,0
"07/17/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/18/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/19/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/20/2000",9.86598645470583e-05,0,0,0,0,0,0.00061515630575378,0.00061515630575378,0.00787685330176237,0.116081300222564,0.0317361471452746,0,0,0,0,0
"07/21/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/22/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/23/2000",0.000519633309766188,0,0,0,0,0,0.00323997715433625,0.00323997715433625,0.0414867319201032,0.611390564071191,0.167151650329501,0,0,0,0,0
"07/24/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/25/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/26/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/27/2000",0.000213808377352774,0,0,0,0,0,0.00133312134732162,0.00133312134732162,0.0170701351641564,0.251562827047552,0.0687762359669927,0,0,0,0,0
"07/28/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/29/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/30/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07/31/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/01/2000",5.58995000402099e-05,0,0,0,0,0,0.000348540210308287,0.000348540210308287,0.00446293093427647,0.0657702772677513,0.0179813216526079,0,0,0,0,0
"08/02/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/03/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/04/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/05/2000",0.000121755770784404,0,0,0,0,0,0.000759162102074581,0.000759162102074581,0.00972079527490444,0.143255499560439,0.0391654607994836,0,0,0,0,0
"08/06/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/07/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/08/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/09/2000",0.00024858169439242,0,0,0,0,0,0.00154993722627218,0.00154993722627218,0.0198463838281339,0.292476443476533,0.0799618494012492,0,0,0,0,0
"08/10/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/11/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/12/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/13/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/14/2000",2.71100776520542e-05,0,0,0,0,0,0.000169034645381875,0.000169034645381875,0.00216442730430431,0.0318971962654996,0.00872056147082017,0,0,0,0,0
"08/15/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/16/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/17/2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08/18/2000",9.5897008160058e-05,0,0,0,0,0,0.000597929558725918,0.000597929558725918,0.00765627105634627,0.112830576504225,0.0308474127319278,0,0,0,0,0
