"","Node","Species","Life_Stage","sp_code","Node_Class"
"1","J01-010","Chub","Adult","Chub_Adult","Low"
"2","J01-020","Chub","Adult","Chub_Adult","Low"
"3","J01-030","Chub","Adult","Chub_Adult","Low"
"4","J01-031","Chub","Adult","Chub_Adult","Low"
"5","J01-040","Chub","Adult","Chub_Adult","Low"
"6","J01-041","Chub","Adult","Chub_Adult","Low"
"7","J01-060","Chub","Adult","Chub_Adult","Low"
"8","J01-061","Chub","Adult","Chub_Adult","Low"
"9","J01-062","Chub","Adult","Chub_Adult","Low"
"10","J01-070","Chub","Adult","Chub_Adult","Low"
"11","J01-080","Chub","Adult","Chub_Adult","Low"
"12","J01-090","Chub","Adult","Chub_Adult","Low"
"13","J01-091","Chub","Adult","Chub_Adult","Low"
"14","J01-100","Chub","Adult","Chub_Adult","Low"
"15","J03-010","Chub","Adult","Chub_Adult","Low"
"16","J04-010","Chub","Adult","Chub_Adult","Low"
"17","J05-010","Chub","Adult","Chub_Adult","Low"
"18","J07-010","Chub","Adult","Chub_Adult","Low"
"19","L01-060","Chub","Adult","Chub_Adult","Low"
"20","L01-080","Chub","Adult","Chub_Adult","Low"
"21","L01-100","Chub","Adult","Chub_Adult","Low"
"22","L02-010","Chub","Adult","Chub_Adult","Low"
"23","L02-020","Chub","Adult","Chub_Adult","Low"
"24","L02-021","Chub","Adult","Chub_Adult","Low"
"25","L02-022","Chub","Adult","Chub_Adult","Low"
"26","L02-023","Chub","Adult","Chub_Adult","Low"
"27","L02-030","Chub","Adult","Chub_Adult","Low"
"28","L02-031","Chub","Adult","Chub_Adult","Low"
"29","L02-040","Chub","Adult","Chub_Adult","Low"
"30","L02-041","Chub","Adult","Chub_Adult","Low"
"31","L02-050","Chub","Adult","Chub_Adult","Low"
"32","L02-051","Chub","Adult","Chub_Adult","Low"
"33","J01-010","Willow","Adult","Willow_Adult","High"
"34","J01-020","Willow","Adult","Willow_Adult","High"
"35","J01-030","Willow","Adult","Willow_Adult","High"
"36","J01-031","Willow","Adult","Willow_Adult","High"
"37","J01-040","Willow","Adult","Willow_Adult","High"
"38","J01-041","Willow","Adult","Willow_Adult","High"
"39","J01-060","Willow","Adult","Willow_Adult","High"
"40","J01-061","Willow","Adult","Willow_Adult","High"
"41","J01-062","Willow","Adult","Willow_Adult","High"
"42","J01-070","Willow","Adult","Willow_Adult","High"
"43","J01-080","Willow","Adult","Willow_Adult","High"
"44","J01-090","Willow","Adult","Willow_Adult","High"
"45","J01-091","Willow","Adult","Willow_Adult","High"
"46","J01-100","Willow","Adult","Willow_Adult","High"
"47","J03-010","Willow","Adult","Willow_Adult","High"
"48","J04-010","Willow","Adult","Willow_Adult","High"
"49","J05-010","Willow","Adult","Willow_Adult","High"
"50","J07-010","Willow","Adult","Willow_Adult","High"
"51","L01-060","Willow","Adult","Willow_Adult","High"
"52","L01-080","Willow","Adult","Willow_Adult","High"
"53","L01-100","Willow","Adult","Willow_Adult","High"
"54","L02-010","Willow","Adult","Willow_Adult","High"
"55","L02-020","Willow","Adult","Willow_Adult","High"
"56","L02-021","Willow","Adult","Willow_Adult","High"
"57","L02-022","Willow","Adult","Willow_Adult","High"
"58","L02-023","Willow","Adult","Willow_Adult","High"
"59","L02-030","Willow","Adult","Willow_Adult","High"
"60","L02-031","Willow","Adult","Willow_Adult","High"
"61","L02-040","Willow","Adult","Willow_Adult","High"
"62","L02-041","Willow","Adult","Willow_Adult","High"
"63","L02-050","Willow","Adult","Willow_Adult","High"
"64","L02-051","Willow","Adult","Willow_Adult","High"
"65","J01-010","Willow","Germination","Willow_Germination","Low"
"66","J01-020","Willow","Germination","Willow_Germination","Low"
"67","J01-030","Willow","Germination","Willow_Germination","Low"
"68","J01-031","Willow","Germination","Willow_Germination","Low"
"69","J01-040","Willow","Germination","Willow_Germination","Low"
"70","J01-041","Willow","Germination","Willow_Germination","Low"
"71","J01-060","Willow","Germination","Willow_Germination","High"
"72","J01-061","Willow","Germination","Willow_Germination","Low"
"73","J01-062","Willow","Germination","Willow_Germination","Low"
"74","J01-070","Willow","Germination","Willow_Germination","Low"
"75","J01-080","Willow","Germination","Willow_Germination","Low"
"76","J01-090","Willow","Germination","Willow_Germination","Low"
"77","J01-091","Willow","Germination","Willow_Germination","Low"
"78","J01-100","Willow","Germination","Willow_Germination","Low"
"79","J03-010","Willow","Germination","Willow_Germination","High"
"80","J04-010","Willow","Germination","Willow_Germination","Low"
"81","J05-010","Willow","Germination","Willow_Germination","Low"
"82","J07-010","Willow","Germination","Willow_Germination","Low"
"83","L01-060","Willow","Germination","Willow_Germination","Low"
"84","L01-080","Willow","Germination","Willow_Germination","Low"
"85","L01-100","Willow","Germination","Willow_Germination","Low"
"86","L02-010","Willow","Germination","Willow_Germination","Low"
"87","L02-020","Willow","Germination","Willow_Germination","Low"
"88","L02-021","Willow","Germination","Willow_Germination","Low"
"89","L02-022","Willow","Germination","Willow_Germination","Low"
"90","L02-023","Willow","Germination","Willow_Germination","Low"
"91","L02-030","Willow","Germination","Willow_Germination","Low"
"92","L02-031","Willow","Germination","Willow_Germination","Low"
"93","L02-040","Willow","Germination","Willow_Germination","Low"
"94","L02-041","Willow","Germination","Willow_Germination","Low"
"95","L02-050","Willow","Germination","Willow_Germination","Low"
"96","L02-051","Willow","Germination","Willow_Germination","Low"
"97","J01-010","Willow","Seedling","Willow_Seedling","High"
"98","J01-020","Willow","Seedling","Willow_Seedling","High"
"99","J01-030","Willow","Seedling","Willow_Seedling","High"
"100","J01-031","Willow","Seedling","Willow_Seedling","High"
"101","J01-040","Willow","Seedling","Willow_Seedling","High"
"102","J01-041","Willow","Seedling","Willow_Seedling","High"
"103","J01-060","Willow","Seedling","Willow_Seedling","High"
"104","J01-061","Willow","Seedling","Willow_Seedling","High"
"105","J01-062","Willow","Seedling","Willow_Seedling","High"
"106","J01-070","Willow","Seedling","Willow_Seedling","High"
"107","J01-080","Willow","Seedling","Willow_Seedling","High"
"108","J01-090","Willow","Seedling","Willow_Seedling","High"
"109","J01-091","Willow","Seedling","Willow_Seedling","High"
"110","J01-100","Willow","Seedling","Willow_Seedling","High"
"111","J03-010","Willow","Seedling","Willow_Seedling","High"
"112","J04-010","Willow","Seedling","Willow_Seedling","High"
"113","J05-010","Willow","Seedling","Willow_Seedling","High"
"114","J07-010","Willow","Seedling","Willow_Seedling","High"
"115","L01-060","Willow","Seedling","Willow_Seedling","High"
"116","L01-080","Willow","Seedling","Willow_Seedling","High"
"117","L01-100","Willow","Seedling","Willow_Seedling","High"
"118","L02-010","Willow","Seedling","Willow_Seedling","High"
"119","L02-020","Willow","Seedling","Willow_Seedling","High"
"120","L02-021","Willow","Seedling","Willow_Seedling","High"
"121","L02-022","Willow","Seedling","Willow_Seedling","High"
"122","L02-023","Willow","Seedling","Willow_Seedling","High"
"123","L02-030","Willow","Seedling","Willow_Seedling","High"
"124","L02-031","Willow","Seedling","Willow_Seedling","High"
"125","L02-040","Willow","Seedling","Willow_Seedling","High"
"126","L02-041","Willow","Seedling","Willow_Seedling","High"
"127","L02-050","Willow","Seedling","Willow_Seedling","High"
"128","L02-051","Willow","Seedling","Willow_Seedling","High"
